scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.84,,,"Canary shows significantly higher latency, memory usage, and error rates compared to control."
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,70.0,1,14.31,,,"The canary shows increased latency, memory usage, and error rates compared to control. While the trends are stable (negative slopes), the higher values in key percentiles indicate potential performanc"
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,11.63,,,The canary shows increased latency and memory usage with higher variance compared to control. Error rates are slightly elevated but stable. Overall performance is marginal due to these factors.
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.52,,,"The canary shows signs of increased latency, memory usage instability, and rising error rates compared to the control, indicating it is not healthy enough for promotion."
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,50.0,1,6.74,,,Increased median and p99 values in memory usage and error rates suggest instability and potential issues with resource management in the canary version.
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,14.5,,,"Canary shows increased memory usage and slight increase in error rate, but request duration remains stable."
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,9.75,,,"Canary shows increased resource usage and request duration, indicating potential instability."
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,50.0,1,20.05,,,"Two metrics show significant degradation in performance and stability, while one shows minimal improvement. Overall, the canary's health has deteriorated sufficiently to warrant promotion only if othe"
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,65.0,1,14.52,,,"The process resident memory shows significantly higher variance, indicating instability and potential performance issues."
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,11.74,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2145 tokens"
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,54.0,1,13.03,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The trend is not clear enough to make a definitive judgment o"
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,58.0,1,9.67,,,"The canary shows a significant increase in process resident memory usage compared to the control, indicating potential instability or resource contention. The latency and error rates are comparable wi"
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_009,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,95.0,0,6.97,,,"Memory usage significantly increased, but other metrics are stable."
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,PASS,75.0,0,6.83,,,"Increased variability and max values for request duration and error rates, though medians are similar."
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,PASS,75.0,0,14.0,,,"The canary shows a significant increase in memory usage, which is concerning. HTTP request duration and error rates are slightly worse but stable without an upward trend."
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,11.78,,,"The canary shows higher memory usage and variance, indicating potential instability. HTTP request duration and error rates are stable with minor fluctuations."
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.48,,,"The canary shows signs of increased latency, memory usage instability, and server error rates, indicating it is not stable compared to the control."
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,50.0,1,6.69,,,Increased median and p99 values in memory usage and error rates suggest instability and potential performance degradation in the canary version.
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,15.09,,,"Canary shows increased memory usage and slight increase in errors, but request duration remains stable."
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,PASS,75.0,0,9.59,,,"Canary shows increased memory usage with higher max and variance, but other metrics are comparable."
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,1,18.88,,,"The process resident memory increased significantly across all metrics, leading to potential instability. While request duration slightly increased, the error rate also rose, making promotion unsafe."
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,14.01,,,"Process memory usage increased significantly with the experiment, indicating potential instability. While request duration and server errors are mixed, the memory issue is critical."
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,9.54,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2151 tokens"
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,52.0,1,13.11,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The trend is not clear enough to make a definitive judgment o"
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,0,9.84,,,"The canary shows a slight improvement over the baseline for resource utilization, but introduces some instability with increased duration and slightly higher error rates. Overall, it is considered hea"
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
cross_metric_marginal_010,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.05,,,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,75.0,0,7.29,,,"Memory usage significantly increased, raising concerns. Other metrics are stable."
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.73,,,"Canary shows significantly higher latency, memory usage, and errors compared to control."
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,PASS,75.0,0,14.63,,,"The canary shows increased latency, memory usage, and error rates compared to control. While the trends are not worsening over time, the variability and tail metrics indicate potential instability."
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,11.62,,,The canary shows a marginal verdict due to increased memory usage. HTTP request duration and errors are stable with minor increases.
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,8.08,,,"The canary shows signs of increased latency, unstable memory usage, and a significant rise in server errors, indicating it's not stable compared to the control. These metrics collectively suggest that"
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,6.71,,,Increased median and p99 values in memory usage and error rates suggest instability and potential issues with resource management in the canary version.
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,14.65,,,Canary shows increased memory usage and slight upward trend in errors.
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,10.22,,,"Canary shows significantly higher memory usage, increased request duration spread, and similar error rates but with more variation."
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,1,16.47,,,"The process resident memory increased significantly, indicating potential instability or resource issues."
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,45.0,1,14.12,,,Significant increase in process memory usage and server errors indicates a problematic canary.
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,10.95,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2141 tokens"
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,1,13.08,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The trend is not clear enough to make a definitive judgment o"
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,50.0,1,10.04,,,"The overall score of 50 indicates a marginal health status for the canary. While there are no clear improvements or declines on error/latency/resource metrics, the experiment shows higher spread/varia"
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_011,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,75.0,0,7.61,,,Memory usage significantly increased. Duration and errors marginally worse.
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.74,,,"Canary shows significantly higher latency, memory usage, and errors compared to control."
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,70.0,1,14.38,,,"The canary shows higher latency and memory usage, indicating potential instability. Error rate is stable with a minor increase."
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,12.15,,,"The canary shows higher variance and worse tail metrics for latency, increased memory usage, and a higher error rate compared to control. These indicate instability and resource inefficiency despite s"
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.16,,,"Increasing latency, memory instability, and higher errors indicate the canary is unhealthy."
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,6.75,,,Increased median and p99 values in memory usage and error rates suggest instability and potential issues with resource management in the canary version.
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,14.86,,,Canary shows increased memory usage and slight upward trend in errors.
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,PASS,75.0,0,9.59,,,"Canary shows increased memory usage with higher max and variance, but other metrics are comparable."
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,1,22.78,,,"The process resident memory increased significantly with higher mean, max, and p99 values despite lower standard deviation. The server errors also showed a slight increase, indicating potential issues"
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,45.0,1,14.28,,,"The canary shows a high variance in process memory usage with significantly higher max values compared to the control, indicating potential instability and performance issues."
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,10.97,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2145 tokens"
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,54.0,1,13.05,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The median is similar to the control, indicating no significa"
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,PASS,85.0,0,10.06,,,"The canary shows a slight improvement over the baseline for resource utilization, but introduces some instability and an upward trend in latency. The error rate is also slightly higher than before. Ov"
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
cross_metric_marginal_012,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,75.0,0,7.3,,,"Memory usage significantly increased, raising concerns. Other metrics are stable."
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.76,,,"Canary shows materially higher latency, memory usage, and error rates compared to control."
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
